Make,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
VOLKSWAGEN,COMPACT,2,4,M6,Z,9.4,30,220
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,AS6,X,8.2,34,193
VOLKSWAGEN,STATION WAGON - SMALL,1.8,4,M5,X,8.2,34,192
VOLKSWAGEN,COMPACT,1.4,4,AS6,X,7.3,39,173
VOLKSWAGEN,COMPACT,1.4,4,M5,X,7.2,39,168
VOLKSWAGEN,COMPACT,1.8,4,AS6,X,8,35,186
VOLKSWAGEN,COMPACT,1.8,4,M5,X,8.1,35,189
VOLKSWAGEN,COMPACT,2,4,AM6,X,8.6,33,201
VOLKSWAGEN,COMPACT,2,4,M6,X,8.8,32,207
VOLKSWAGEN,COMPACT,1.4,4,AM7,Z,5.3,53,124
VOLKSWAGEN,MID-SIZE,1.8,4,AS6,X,8,35,187
VOLKSWAGEN,MID-SIZE,1.8,4,M6,X,8.1,35,189
VOLKSWAGEN,MID-SIZE,3.6,6,AM6,X,10.4,27,243
VOLKSWAGEN,SUV - SMALL,2,4,AS6,Z,10.7,26,251
VOLKSWAGEN,SUV - SMALL,2,4,M6,Z,11.2,25,259
VOLKSWAGEN,SUV - SMALL,2,4,AS6,Z,10.6,27,248
VOLKSWAGEN,SUV - STANDARD,3.6,6,AS8,X,12.4,23,292
VOLKSWAGEN,SUV - STANDARD,3,6,AS8,D,9.8,29,270
VOLVO,COMPACT,2.5,5,AS6,X,10.3,27,239
VOLVO,COMPACT,2,4,AS8,X,8.3,34,193
VOLVO,COMPACT,2.5,5,AS6,X,10.1,28,233
VOLVO,COMPACT,2,4,AS8,X,8.3,34,193
VOLVO,COMPACT,2.5,5,AS6,X,10.1,28,233
VOLVO,COMPACT,2,4,AS8,Z,9.3,30,218
VOLVO,COMPACT,2,4,AS8,Z,9.9,29,231
VOLVO,COMPACT,3,6,AS6,X,11.2,25,259
VOLVO,COMPACT,3,6,AS6,X,11.2,25,259
VOLVO,MID-SIZE,2,4,AS8,X,8.3,34,193
VOLVO,STATION WAGON - SMALL,2.5,5,AS6,X,10.3,27,239
VOLVO,STATION WAGON - SMALL,2,4,AS8,X,8.3,34,193
VOLVO,STATION WAGON - SMALL,2.5,5,AS6,X,10.1,28,233
VOLVO,STATION WAGON - SMALL,2,4,AS8,Z,9.9,29,231
VOLVO,STATION WAGON - SMALL,3,6,AS6,X,11.2,25,259
VOLVO,STATION WAGON - SMALL,3,6,AS6,X,11.2,25,259
VOLVO,SUV - SMALL,2,4,AS8,X,9.1,31,213
VOLVO,SUV - SMALL,2.5,5,AS6,X,11,26,254
VOLVO,SUV - SMALL,2,4,AS8,Z,9.7,29,226
VOLVO,SUV - SMALL,2,4,AS8,Z,10.6,27,247
VOLVO,SUV - SMALL,3,6,AS6,X,12,24,276
VOLVO,SUV - SMALL,2,4,AS8,X,9.1,31,213
VOLVO,SUV - SMALL,2.5,5,AS6,X,11,26,254
VOLVO,SUV - STANDARD,2,4,AS8,Z,10,28,232
VOLVO,SUV - STANDARD,2,4,AS8,Z,10.2,28,239
VOLVO,SUV - STANDARD,2,4,AS8,Z,10.6,27,247
ACURA,COMPACT,2.4,4,AM8,Z,8.2,34,192
ACURA,SUV - SMALL,3.5,6,AS9,Z,11,26,259
ACURA,SUV - SMALL,3.5,6,AS9,Z,10.7,26,251
ACURA,SUV - SMALL,3,6,AM7,Z,9,31,210
ACURA,TWO-SEATER,3.5,6,AM9,Z,11,26,261
ACURA,SUV - SMALL,3.5,6,AS6,Z,10.7,26,250
ACURA,MID-SIZE,3.5,6,AM7,Z,8.1,35,190
ACURA,COMPACT,2.4,4,AM8,Z,8.3,34,197
ACURA,COMPACT,3.5,6,AS9,Z,9.6,29,226
ALFA ROMEO,TWO-SEATER,1.8,4,AM6,Z,8.4,34,197
ALFA ROMEO,TWO-SEATER,1.8,4,AM6,Z,8.4,34,197
ALFA ROMEO,MID-SIZE,2,4,A8,Z,8.7,32,205
ALFA ROMEO,MID-SIZE,2,4,A8,Z,9.2,31,217
ALFA ROMEO,MID-SIZE,2.9,6,A8,Z,11.9,24,280
ASTON MARTIN,MINICOMPACT,5.2,12,A8,Z,13.7,21,322
ASTON MARTIN,SUBCOMPACT,6,12,A8,Z,14.1,20,331
ASTON MARTIN,MINICOMPACT,6,12,A8,Z,14.7,19,345
ASTON MARTIN,TWO-SEATER,6,12,AM7,Z,16.4,17,388
ASTON MARTIN,TWO-SEATER,6,12,M7,Z,19.2,15,450
AUDI,SUBCOMPACT,2,4,AM7,X,8,35,188
AUDI,SUBCOMPACT,2,4,AM6,X,8.7,32,205
AUDI,SUBCOMPACT,2,4,AM6,X,9.5,30,223
AUDI,COMPACT,2,4,AM7,Z,7.6,37,177
AUDI,COMPACT,2,4,AM7,Z,8.8,32,205
AUDI,COMPACT,2,4,M6,Z,8.6,33,204
AUDI,STATION WAGON - SMALL,2,4,AM7,Z,9.3,30,217
AUDI,SUBCOMPACT,2,4,AS8,Z,9.7,29,226
AUDI,SUBCOMPACT,2,4,M6,Z,9,31,210
AUDI,SUBCOMPACT,2,4,AS8,Z,9.9,29,231
AUDI,MID-SIZE,2,4,AS8,Z,9.4,30,220
AUDI,MID-SIZE,3,6,AS8,Z,10,28,238
AUDI,MID-SIZE,3,6,AS8,Z,10,28,238
AUDI,MID-SIZE,3,6,AS8,Z,10.5,27,246
AUDI,MID-SIZE,4,8,AS8,Z,10.7,26,249
AUDI,FULL-SIZE,4,8,AS8,Z,10.9,26,255
AUDI,COMPACT,2,4,AS6,Z,10.3,27,243
AUDI,COMPACT,2,4,AS6,Z,10.3,27,241
AUDI,SUV - SMALL,2,4,AS8,Z,10.5,27,246
AUDI,SUV - SMALL,3,6,AS8,Z,11.4,25,267
AUDI,SUV - STANDARD,2,4,AS8,Z,10.8,26,253
AUDI,SUV - STANDARD,3,6,AS8,Z,11.1,25,260
AUDI,TWO-SEATER,5.2,10,AM7,Z,14.1,20,330
AUDI,TWO-SEATER,5.2,10,AM7,Z,14.1,20,330
AUDI,MID-SIZE,4,8,AS8,Z,13.1,22,309
AUDI,SUBCOMPACT,2,4,AM6,Z,9.9,29,232
AUDI,SUBCOMPACT,3,6,AM7,Z,11,26,259
AUDI,SUBCOMPACT,3,6,M6,Z,11.7,24,273
AUDI,SUBCOMPACT,3,6,AM7,Z,11.4,25,266
AUDI,MID-SIZE,4,8,AM7,Z,11.3,25,263
AUDI,MID-SIZE,4,8,AM7,Z,11.4,25,265
AUDI,MID-SIZE,4,8,AS8,Z,13.4,21,312
AUDI,SUV - SMALL,3,6,AS8,Z,12.2,23,285
AUDI,SUBCOMPACT,2,4,AM6,X,9.1,31,209
AUDI,TWO-SEATER,2,4,AM6,X,9.1,31,209
AUDI,SUBCOMPACT,2,4,AM6,Z,9.5,30,222
BENTLEY,SUV - STANDARD,6,12,AS8,Z,15.9,18,370
BENTLEY,COMPACT,4,8,AS8,Z,13.1,22,307
BENTLEY,COMPACT,6,12,AS8,Z,15.4,18,360
BENTLEY,SUBCOMPACT,4,8,AS8,Z,14.4,20,337
BENTLEY,SUBCOMPACT,6,12,AS8,Z,16,18,375
BENTLEY,MID-SIZE,4,8,AS8,Z,13.8,20,321
BENTLEY,MID-SIZE,6,12,AS8,Z,16,18,375
BENTLEY,MID-SIZE,6.8,8,AS8,Z,17.5,16,407
BENTLEY,MID-SIZE,6.8,8,AS8,Z,18.3,15,430
BMW,SUBCOMPACT,2,4,AS8,Z,8.7,32,207
BMW,SUBCOMPACT,2,4,AS8,Z,8.4,34,197
BMW,SUBCOMPACT,2,4,M6,Z,9.4,30,219
BMW,SUBCOMPACT,2,4,AS8,Z,9.1,31,213
BMW,SUBCOMPACT,2,4,AS8,Z,9,31,210
BMW,COMPACT,2,4,AS8,Z,8.4,34,200
BMW,COMPACT,2,4,M6,Z,8.6,33,202
BMW,COMPACT,2,4,AS8,Z,8.8,32,206
BMW,COMPACT,2,4,AS8,D,7,40,189
BMW,STATION WAGON - SMALL,2,4,AS8,D,7,40,189
BMW,COMPACT,2,4,AS8,Z,9.1,31,213
BMW,FULL-SIZE,2,4,AS8,Z,9.1,31,213
BMW,STATION WAGON - SMALL,2,4,AS8,Z,9.1,31,213
BMW,COMPACT,3,6,AS8,Z,9.6,29,224
BMW,COMPACT,3,6,M6,Z,10.4,27,242
BMW,COMPACT,3,6,AS8,Z,9.8,29,228
BMW,COMPACT,3,6,M6,Z,10.5,27,246
BMW,FULL-SIZE,3,6,AS8,Z,10.2,28,238
BMW,SUBCOMPACT,2,4,AS8,Z,9.1,31,211
BMW,COMPACT,2,4,AS8,Z,9.1,31,213
BMW,COMPACT,2,4,AS8,Z,9.1,31,213
BMW,COMPACT,3,6,AS8,Z,9.6,29,224
BMW,COMPACT,3,6,M6,Z,10.4,27,242
BMW,SUBCOMPACT,3,6,AS8,Z,10.2,28,238
BMW,COMPACT,3,6,AS8,Z,9.8,29,228
BMW,COMPACT,3,6,M6,Z,10.5,27,246
BMW,COMPACT,3,6,AS8,Z,9.8,29,228
BMW,MID-SIZE,2,4,AS8,Z,9.1,31,213
BMW,MID-SIZE,3,6,AS8,Z,9.8,29,228
BMW,SUBCOMPACT,3,6,AS8,Z,10.6,27,249
BMW,COMPACT,3,6,AS8,Z,10.6,27,249
BMW,SUBCOMPACT,4.4,8,AS8,Z,12.5,23,292
BMW,COMPACT,4.4,8,AS8,Z,11.7,24,273
BMW,COMPACT,4.4,8,AS8,Z,12.5,23,292
BMW,FULL-SIZE,3,6,AS8,Z,10.2,28,238
BMW,FULL-SIZE,4.4,8,AS8,Z,11.7,24,273
BMW,FULL-SIZE,4.4,8,AS8,Z,12.5,23,292
BMW,COMPACT,4.4,8,AS8,Z,12.5,23,292
BMW,FULL-SIZE,4.4,8,AS8,Z,12.5,23,292
BMW,SUBCOMPACT,3,6,AM7,Z,10.5,27,245
BMW,SUBCOMPACT,3,6,M6,Z,11.4,25,267
BMW,SUBCOMPACT,3,6,AS8,Z,9.6,29,224
BMW,SUBCOMPACT,3,6,M6,Z,10.4,27,242
BMW,SUBCOMPACT,3,6,AS8,Z,9.6,29,224
BMW,SUBCOMPACT,3,6,M6,Z,10.7,26,250
BMW,SUBCOMPACT,3,6,AS8,Z,9.8,29,228
BMW,SUBCOMPACT,3,6,AS8,Z,9.8,29,228
BMW,COMPACT,3,6,AM7,Z,12.1,23,284
BMW,COMPACT,3,6,M6,Z,11.7,24,273
BMW,SUBCOMPACT,3,6,AM7,Z,12.1,23,283
BMW,SUBCOMPACT,3,6,M6,Z,11.7,24,273
BMW,COMPACT,3,6,AM7,Z,12.1,23,284
BMW,COMPACT,3,6,M6,Z,11.7,24,273
BMW,COMPACT,4.4,8,AM7,Z,14.7,19,343
BMW,COMPACT,4.4,8,M6,Z,13.8,20,324
BMW,SUBCOMPACT,4.4,8,AM7,Z,14.7,19,343
BMW,SUBCOMPACT,4.4,8,M6,Z,13.8,20,324
BMW,COMPACT,4.4,8,AM7,Z,14.7,19,343
BMW,COMPACT,4.4,8,M6,Z,13.8,20,324
BMW,FULL-SIZE,6.6,12,AS8,Z,15.1,19,355
BMW,SUV - SMALL,2,4,AS8,Z,9.1,31,213
BMW,SUV - SMALL,2,4,AS8,D,8,35,211
BMW,SUV - SMALL,2,4,AS8,Z,10,28,233
BMW,SUV - SMALL,3,6,AS8,Z,11.1,25,260
BMW,SUV - SMALL,3,6,AS8,Z,11.1,25,260
BMW,SUV - SMALL,2,4,AS8,Z,10.3,27,240
BMW,SUV - STANDARD,4.4,8,AS8,Z,14.6,19,341
BMW,SUV - STANDARD,3,6,AS8,D,9.3,30,249
BMW,SUV - STANDARD,3,6,AS8,Z,11.5,25,270
BMW,SUV - STANDARD,4.4,8,AS8,Z,13.7,21,320
BMW,SUV - STANDARD,4.4,8,AS8,Z,14.6,19,341
BMW,SUV - STANDARD,3,6,AS8,Z,11.5,25,270
BMW,SUV - STANDARD,4.4,8,AS8,Z,13.7,21,320
BUICK,SUV - STANDARD,3.6,6,A6,X,13.4,21,315
BUICK,SUV - STANDARD,3.6,6,A6,X,13.7,21,322
BUICK,SUV - SMALL,1.4,4,AS6,X,8.3,34,194
BUICK,SUV - SMALL,1.4,4,AS6,X,7.9,36,185
BUICK,SUV - SMALL,1.4,4,AS6,X,8.8,32,208
BUICK,SUV - SMALL,1.4,4,AS6,X,8.3,34,196
BUICK,SUV - SMALL,2,4,A6,Z,10.6,27,248
BUICK,SUV - SMALL,2.5,4,A6,X,9.9,29,232
BUICK,MID-SIZE,3.6,6,AS8,X,9.5,30,224
BUICK,MID-SIZE,3.6,6,AS8,X,10,28,235
BUICK,MID-SIZE,2,4,AS6,Z,9.9,29,233
BUICK,MID-SIZE,2,4,AS6,Z,10.7,26,250
BUICK,COMPACT,2.4,4,AS6,X,9.7,29,226
CADILLAC,COMPACT,2,4,AS8,Z,9.3,30,217
CADILLAC,COMPACT,2,4,M6,Z,10.1,28,236
CADILLAC,COMPACT,2.5,4,AS8,X,9.2,31,216
CADILLAC,COMPACT,3.6,6,AS8,X,10,28,234
CADILLAC,COMPACT,2,4,AS8,Z,9.5,30,222
CADILLAC,COMPACT,3.6,6,AS8,X,10.6,27,248
CADILLAC,COMPACT,3.6,6,AS8,Z,11.9,24,279
CADILLAC,COMPACT,3.6,6,M6,Z,12.6,22,295
CADILLAC,FULL-SIZE,2,4,AS8,Z,9.5,30,223
CADILLAC,FULL-SIZE,3,6,AS8,Z,11.2,25,263
CADILLAC,FULL-SIZE,3.6,6,AS8,X,11,26,259
CADILLAC,MID-SIZE,2,4,AS8,Z,9.5,30,223
CADILLAC,MID-SIZE,3.6,6,AS8,X,10,28,234
CADILLAC,MID-SIZE,2,4,AS8,Z,9.8,29,229
CADILLAC,MID-SIZE,3.6,6,AS8,X,10.6,27,248
CADILLAC,MID-SIZE,3.6,6,AS8,Z,12.7,22,299
CADILLAC,MID-SIZE,6.2,8,AS8,Z,14,20,329
CADILLAC,SUV - STANDARD,6.2,8,A8,Z,14.1,20,331
CADILLAC,SUV - SMALL,3.6,6,AS8,X,10.5,27,245
CADILLAC,SUV - SMALL,3.6,6,AS8,X,11.1,25,260
CADILLAC,FULL-SIZE,3.6,6,AS6,X,11.1,25,260
CADILLAC,FULL-SIZE,3.6,6,AS6,X,11.6,24,272
CADILLAC,FULL-SIZE,3.6,6,AS6,Z,12.8,22,299
CHEVROLET,SUBCOMPACT,2,4,AS8,Z,9.5,30,222
CHEVROLET,SUBCOMPACT,2,4,M6,Z,10.1,28,236
CHEVROLET,SUBCOMPACT,3.6,6,AS8,X,10.6,27,249
CHEVROLET,SUBCOMPACT,3.6,6,M6,X,11.7,24,274
CHEVROLET,SUBCOMPACT,6.2,8,AS8,Z,11.7,24,273
CHEVROLET,SUBCOMPACT,6.2,8,M6,Z,12.1,23,284
CHEVROLET,SUBCOMPACT,6.2,8,AS10,Z,15.6,18,367
CHEVROLET,SUBCOMPACT,6.2,8,M6,Z,14.9,19,349
CHEVROLET,SPECIAL PURPOSE VEHICLE,2,4,AV,X,9.4,30,220
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,A6,X,10.7,26,252
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,M6,X,10.9,26,254
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A6,D,9.5,30,255
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A8,X,11.7,24,274
CHEVROLET,PICKUP TRUCK - SMALL,2.5,4,A6,X,11.3,25,263
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A6,D,10.4,27,280
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A8,X,12.2,23,286
CHEVROLET,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.7,24,315
CHEVROLET,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.1,20,331
CHEVROLET,TWO-SEATER,6.2,8,AS8,Z,12.4,23,290
CHEVROLET,TWO-SEATER,6.2,8,M7,Z,11.9,24,278
CHEVROLET,TWO-SEATER,6.2,8,AS8,Z,14.3,20,336
CHEVROLET,TWO-SEATER,6.2,8,M7,Z,13.4,21,312
CHEVROLET,COMPACT,1.4,4,AS6,X,7,40,165
CHEVROLET,COMPACT,1.4,4,M6,X,7.3,39,170
CHEVROLET,COMPACT,1.4,4,AS6,X,7.2,39,169
CHEVROLET,COMPACT,1.6,4,A9,D,6.4,44,172
CHEVROLET,COMPACT,1.6,4,M6,D,6.3,45,169
CHEVROLET,COMPACT,1.4,4,AS6,X,7.3,39,172
CHEVROLET,COMPACT,1.4,4,M6,X,7.4,38,173
CHEVROLET,COMPACT,1.4,4,AS6,X,7.5,38,176
CHEVROLET,SUV - SMALL,2.4,4,A6,X,9.4,30,221
CHEVROLET,SUV - SMALL,2.4,4,A6,X,9.4,30,221
CHEVROLET,SUV - SMALL,2.4,4,A6,E,13.6,21,223
CHEVROLET,SUV - SMALL,3.6,6,A6,X,12.1,23,285
CHEVROLET,SUV - SMALL,2.4,4,A6,X,10.1,28,237
CHEVROLET,SUV - SMALL,2.4,4,A6,X,10.1,28,237
CHEVROLET,SUV - SMALL,2.4,4,A6,E,14.2,20,234
CHEVROLET,SUV - SMALL,3.6,6,A6,X,13,22,304
CHEVROLET,VAN - PASSENGER,6,8,A6,X,18.6,15,438
CHEVROLET,VAN - PASSENGER,6,8,A6,X,19,15,445
CHEVROLET,FULL-SIZE,2.5,4,AS6,X,9.5,30,224
CHEVROLET,FULL-SIZE,3.6,6,AS6,X,10.6,27,249
CHEVROLET,FULL-SIZE,3.6,6,AS6,E,14.6,19,240
CHEVROLET,MID-SIZE,1.5,4,A6,X,7.8,36,182
CHEVROLET,MID-SIZE,2,4,A9,Z,9.1,31,212
CHEVROLET,MID-SIZE,1.8,4,AV,X,5.1,55,121
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,12.7,22,297
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.1,22,309
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,13.8,20,324
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,X,11.9,24,279
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,E,17.1,17,284
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,12.7,22,298
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17.1,17,284
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13.1,22,307
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.9,20,327
CHEVROLET,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,14.1,20,330
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,X,12.5,23,294
CHEVROLET,PICKUP TRUCK - STANDARD,4.3,6,A6,E,18,16,294
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,X,13.1,22,307
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A6,E,17.9,16,315
CHEVROLET,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13,22,303
CHEVROLET,COMPACT,1.4,4,AS6,X,7.8,36,184
CHEVROLET,COMPACT,1.4,4,M6,X,7.4,38,174
CHEVROLET,COMPACT,1.8,4,AS6,X,8.4,34,197
CHEVROLET,COMPACT,1.8,4,M5,X,8.3,34,194
CHEVROLET,STATION WAGON - SMALL,1.4,4,AS6,X,7.8,36,184
CHEVROLET,STATION WAGON - SMALL,1.4,4,M6,X,7.4,38,174
CHEVROLET,STATION WAGON - SMALL,1.8,4,AS6,X,8.4,34,197
CHEVROLET,STATION WAGON - SMALL,1.8,4,M5,X,8.3,34,194
CHEVROLET,SUBCOMPACT,1.4,4,AV,X,7.1,40,167
CHEVROLET,SUBCOMPACT,1.4,4,M5,X,7.2,39,168
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13,22,305
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13,22,305
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,17.1,17,284
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.3,21,312
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.3,21,312
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,19.1,15,317
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13,22,305
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13,22,305
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,17.1,17,284
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.2,21,310
CHEVROLET,SUV - STANDARD,5.3,8,A6,X,13.2,21,310
CHEVROLET,SUV - STANDARD,5.3,8,A6,E,18,16,299
CHEVROLET,SUV - STANDARD,3.6,6,A6,X,13.4,21,315
CHEVROLET,SUV - STANDARD,3.6,6,A6,X,13.7,21,322
CHEVROLET,SUV - SMALL,1.4,4,AS6,X,8.3,34,194
CHEVROLET,SUV - SMALL,1.4,4,M6,X,8.2,34,194
CHEVROLET,SUV - SMALL,1.4,4,AS6,X,8.8,32,208
CHRYSLER,MID-SIZE,2.4,4,A9,X,8.6,33,201
CHRYSLER,MID-SIZE,2.4,4,A9,E,11.7,24,192
CHRYSLER,MID-SIZE,3.6,6,A9,X,10.2,28,241
CHRYSLER,MID-SIZE,3.6,6,A9,E,13.9,20,230
CHRYSLER,MID-SIZE,3.6,6,A9,X,10.8,26,252
CHRYSLER,MID-SIZE,3.6,6,A9,E,14.4,20,237
CHRYSLER,FULL-SIZE,3.6,6,A8,X,10.3,27,242
CHRYSLER,FULL-SIZE,5.7,8,A8,X,12.3,23,289
CHRYSLER,FULL-SIZE,3.6,6,A8,X,11,26,258
CHRYSLER,FULL-SIZE,3.6,6,A8,X,11,26,258
CHRYSLER,FULL-SIZE,3.6,6,A8,E,15,19,248
CHRYSLER,MINIVAN,3.6,6,A9,X,10.9,26,257
CHRYSLER,MINIVAN,3.6,6,A9,X,10.6,27,249
DODGE,MID-SIZE,3.6,6,A8,X,10.3,27,242
DODGE,MID-SIZE,5.7,8,M6,Z,13.1,22,307
DODGE,MID-SIZE,6.4,8,M6,Z,13.9,20,325
DODGE,MID-SIZE,5.7,8,A8,X,12.3,23,289
DODGE,MID-SIZE,6.4,8,A8,Z,12.9,22,302
DODGE,MID-SIZE,3.6,6,A8,X,11,26,258
DODGE,MID-SIZE,6.4,8,M6,Z,13.9,20,325
DODGE,MID-SIZE,6.4,8,A8,Z,12.9,22,302
DODGE,MID-SIZE,6.2,8,A8,Z,14.5,19,339
DODGE,MID-SIZE,6.2,8,M6,Z,15.1,19,352
DODGE,FULL-SIZE,3.6,6,A5,X,11.6,24,271
DODGE,FULL-SIZE,3.6,6,A8,X,10.3,27,242
DODGE,FULL-SIZE,5.7,8,A5,X,12.9,22,302
DODGE,FULL-SIZE,5.7,8,A8,X,12.3,23,289
DODGE,FULL-SIZE,6.4,8,A8,Z,12.9,22,302
DODGE,FULL-SIZE,3.6,6,A8,X,11,26,258
DODGE,FULL-SIZE,3.6,6,A8,X,11,26,258
DODGE,FULL-SIZE,3.6,6,A8,E,15,19,248
DODGE,FULL-SIZE,5.7,8,A5,X,13.3,21,312
DODGE,FULL-SIZE,6.4,8,A8,Z,12.9,22,302
DODGE,FULL-SIZE,6.2,8,A8,Z,14.5,19,339
DODGE,SUV - STANDARD,3.6,6,A8,X,11.3,25,265
DODGE,SUV - STANDARD,5.7,8,A8,X,14,20,328
DODGE,MINIVAN,3.6,6,A6,X,11.8,24,276
DODGE,MINIVAN,3.6,6,A6,E,16.7,17,274
DODGE,SUV - SMALL,2.4,4,A4,X,11.1,25,261
DODGE,SUV - SMALL,3.6,6,A6,X,12.1,23,284
DODGE,SUV - SMALL,3.6,6,A6,E,16.4,17,274
DODGE,SUV - SMALL,3.6,6,A6,X,12.4,23,292
DODGE,TWO-SEATER,8.4,10,M6,Z,16.6,17,387
FIAT,TWO-SEATER,1.4,4,A6,X,8,35,187
FIAT,TWO-SEATER,1.4,4,M6,X,7.9,36,185
FIAT,MINICOMPACT,1.4,4,A6,X,8,35,186
FIAT,MINICOMPACT,1.4,4,M5,X,7.3,39,171
FIAT,MINICOMPACT,1.4,4,A6,X,8,35,186
FIAT,MINICOMPACT,1.4,4,M5,X,7,40,163
FIAT,MINICOMPACT,1.4,4,A6,X,8.7,32,202
FIAT,MINICOMPACT,1.4,4,M5,X,7.9,36,186
FIAT,MINICOMPACT,1.4,4,A6,X,8.7,32,202
FIAT,MINICOMPACT,1.4,4,M5,X,7.9,36,186
FIAT,STATION WAGON - SMALL,1.4,4,A6,X,9.4,30,221
FIAT,SUV - SMALL,1.4,4,M6,X,8.4,34,197
FIAT,SUV - SMALL,2.4,4,A9,X,9.3,30,219
FIAT,SUV - SMALL,2.4,4,A9,X,9.7,29,226
FORD,FULL-SIZE,2,4,AV,X,5.9,48,138
FORD,SUV - SMALL,2,4,AS6,X,9.9,29,233
FORD,SUV - SMALL,2,4,AS6,X,9.8,29,230
FORD,SUV - SMALL,3.5,6,AS6,X,11.5,25,270
FORD,SUV - SMALL,2,4,AS6,X,10.4,27,244
FORD,SUV - SMALL,2.7,6,AS6,X,12,24,281
FORD,SUV - SMALL,3.5,6,AS6,X,12.1,23,284
FORD,SUV - SMALL,1.5,4,AS6,X,9.1,31,214
FORD,SUV - SMALL,2,4,AS6,X,9.5,30,222
FORD,SUV - SMALL,2.5,4,AS6,X,9.7,29,229
FORD,SUV - SMALL,2.5,4,AS6,E,13.3,21,219
FORD,SUV - SMALL,1.5,4,AS6,X,9.6,29,226
FORD,SUV - SMALL,2,4,AS6,X,10.2,28,239
FORD,SUV - STANDARD,3.5,6,AS6,X,14.2,20,333
FORD,SUV - STANDARD,3.5,6,AS6,X,14.3,20,337
FORD,SUV - STANDARD,2.3,4,AS6,X,10.8,26,254
FORD,SUV - STANDARD,3.5,6,AS6,X,12,24,281
FORD,SUV - STANDARD,3.5,6,AS6,E,16.1,18,264
FORD,SUV - STANDARD,2.3,4,AS6,X,11.3,25,266
FORD,SUV - STANDARD,3.5,6,AS6,X,13,22,305
FORD,SUV - STANDARD,3.5,6,AS6,X,12.6,22,296
FORD,SUV - STANDARD,3.5,6,AS6,E,17.2,16,284
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,10.9,26,256
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,11.2,25,263
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,11.6,24,272
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,11.3,25,264
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,11.7,24,274
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,12.4,23,290
FORD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,11.6,24,272
FORD,PICKUP TRUCK - STANDARD,3.5,6,A6,E,15.8,18,258
FORD,PICKUP TRUCK - STANDARD,5,8,AS6,X,13.2,21,310
FORD,PICKUP TRUCK - STANDARD,5,8,AS6,E,17.7,16,291
FORD,PICKUP TRUCK - STANDARD,5,8,AS6,X,14.5,19,340
FORD,PICKUP TRUCK - STANDARD,5,8,AS6,E,17.7,16,291
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,11.8,24,276
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.5,23,293
FORD,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.3,23,288
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,12.1,23,284
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,12.3,23,288
FORD,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,12.7,22,298
